25,1,229.18,171.71,47.75,118.16,1,-1,-1,-1
26,1,226.80,170.97,48.64,120.35,1,-1,-1,-1
27,88,149.06,186.43,42.48,97.59,1,-1,-1,-1
28,1,229.58,170.73,50.56,124.95,1,-1,-1,-1
28,88,153.41,186.60,42.97,98.72,1,-1,-1,-1
29,1,224.78,168.70,52.82,129.72,1,-1,-1,-1
30,1,220.84,170.55,54.23,133.99,1,-1,-1,-1
31,1,218.66,170.03,55.29,136.59,1,-1,-1,-1
31,88,166.29,183.49,45.34,104.65,1,-1,-1,-1
31,106,188.87,172.59,45.27,110.79,1,-1,-1,-1
32,88,170.62,183.33,45.93,106.01,1,-1,-1,-1
32,106,180.03,179.46,44.57,108.69,1,-1,-1,-1
33,106,183.24,179.77,44.99,109.73,1,-1,-1,-1
36,106,194.16,162.53,61.24,149.85,1,-1,-1,-1
37,1,213.10,172.55,56.97,144.61,1,-1,-1,-1
37,106,197.48,161.19,63.03,154.23,1,-1,-1,-1
38,1,192.12,163.14,64.14,157.27,1,-1,-1,-1
39,1,188.79,162.20,65.36,160.27,1,-1,-1,-1
40,106,246.94,170.50,53.16,132.54,1,-1,-1,-1
41,88,235.10,179.12,53.58,126.65,1,-1,-1,-1
41,106,252.88,170.05,53.98,134.60,1,-1,-1,-1
42,88,241.12,178.77,54.39,128.58,1,-1,-1,-1
42,106,278.52,165.90,53.63,136.93,1,-1,-1,-1
43,88,256.83,175.02,56.24,136.28,1,-1,-1,-1
43,106,286.25,165.11,54.45,139.02,1,-1,-1,-1
44,88,266.98,174.13,53.45,131.73,1,-1,-1,-1
45,88,274.03,173.48,54.18,133.54,1,-1,-1,-1
45,106,316.08,158.05,57.96,147.23,1,-1,-1,-1
46,106,302.59,162.91,57.90,145.90,1,-1,-1,-1
47,106,309.52,162.20,58.73,148.00,1,-1,-1,-1
48,106,305.91,164.96,59.48,149.25,1,-1,-1,-1
49,1,130.30,130.91,87.09,216.90,1,-1,-1,-1
49,106,311.28,164.86,60.75,152.43,1,-1,-1,-1
50,1,125.33,128.56,88.98,221.61,1,-1,-1,-1
50,106,317.14,164.52,61.60,154.56,1,-1,-1,-1
55,1,7.18,99.77,112.55,284.87,1,-1,-1,-1
55,88,331.42,143.85,75.59,187.67,1,-1,-1,-1
55,106,386.83,125.30,80.90,207.29,1,-1,-1,-1
56,1,-4.40,96.22,115.51,292.38,1,-1,-1,-1
56,88,330.95,138.73,78.90,197.00,1,-1,-1,-1
56,106,395.88,121.94,83.05,212.81,1,-1,-1,-1
57,88,330.07,134.25,81.92,207.48,1,-1,-1,-1
58,88,329.57,134.41,83.72,214.67,1,-1,-1,-1
59,88,333.79,123.83,89.71,233.81,1,-1,-1,-1
60,88,337.76,115.99,94.11,247.44,1,-1,-1,-1
61,88,347.88,115.38,97.87,257.18,1,-1,-1,-1
62,88,356.58,104.56,105.51,275.98,1,-1,-1,-1
62,268,298.55,201.47,28.37,67.59,1,-1,-1,-1
63,88,368.06,96.60,115.27,298.23,1,-1,-1,-1
63,268,300.07,200.00,28.93,68.94,1,-1,-1,-1
64,88,376.45,89.76,121.89,311.98,1,-1,-1,-1
65,88,382.42,85.58,125.48,321.16,1,-1,-1,-1
65,268,296.21,199.75,29.88,71.05,1,-1,-1,-1
66,268,296.34,198.83,30.40,72.28,1,-1,-1,-1
67,88,411.48,60.16,147.15,376.88,1,-1,-1,-1
67,268,297.41,202.07,29.96,70.64,1,-1,-1,-1
68,88,431.93,42.93,163.02,419.81,1,-1,-1,-1
68,268,297.15,199.14,30.91,72.53,1,-1,-1,-1
69,88,446.36,28.95,174.39,446.74,1,-1,-1,-1
69,268,297.39,200.83,30.58,71.16,1,-1,-1,-1
70,88,454.83,22.28,180.14,461.45,1,-1,-1,-1
70,268,297.10,207.54,30.49,70.59,1,-1,-1,-1
71,268,297.28,208.12,30.70,71.07,1,-1,-1,-1
76,350,220.75,197.32,26.10,64.80,1,-1,-1,-1
77,268,294.96,188.34,34.34,79.67,1,-1,-1,-1
77,350,219.69,191.34,26.37,65.48,1,-1,-1,-1
78,268,294.84,186.94,34.76,80.63,1,-1,-1,-1
80,383,135.22,204.53,31.63,75.95,1,-1,-1,-1
81,268,292.15,195.21,34.58,79.57,1,-1,-1,-1
81,383,132.39,204.97,31.26,75.05,1,-1,-1,-1
82,268,291.85,194.87,34.86,80.20,1,-1,-1,-1
83,1,81.44,206.71,34.05,86.54,1,-1,-1,-1
84,1,86.69,211.87,30.22,76.79,1,-1,-1,-1
84,268,294.99,201.65,37.33,86.15,1,-1,-1,-1
85,268,298.70,198.68,37.86,87.74,1,-1,-1,-1
85,421,505.84,199.03,35.16,79.57,1,-1,-1,-1
86,268,299.08,198.72,38.34,88.86,1,-1,-1,-1
86,421,509.06,196.35,35.52,80.39,1,-1,-1,-1
87,268,306.05,195.12,38.86,89.23,1,-1,-1,-1
88,268,306.62,190.94,39.91,92.09,1,-1,-1,-1
89,268,306.74,190.09,40.44,93.11,1,-1,-1,-1
90,268,307.85,193.03,39.73,91.51,1,-1,-1,-1
91,268,308.75,192.69,40.14,92.45,1,-1,-1,-1
94,383,131.10,195.06,40.50,97.88,1,-1,-1,-1
95,383,130.65,194.44,41.09,99.30,1,-1,-1,-1
96,268,319.78,185.47,42.33,98.85,1,-1,-1,-1
96,421,527.04,181.87,41.20,93.94,1,-1,-1,-1
97,268,318.18,183.54,43.26,102.01,1,-1,-1,-1
97,421,529.10,180.19,41.75,95.20,1,-1,-1,-1
98,268,315.67,184.82,43.02,102.45,1,-1,-1,-1
99,268,314.03,184.70,43.52,104.52,1,-1,-1,-1
100,268,314.53,184.07,44.05,105.80,1,-1,-1,-1
102,421,502.92,183.04,43.47,100.12,1,-1,-1,-1
102,529,25.63,54.91,182.96,406.78,1,-1,-1,-1
103,421,499.42,182.77,43.01,99.71,1,-1,-1,-1
103,529,37.79,56.71,180.58,401.49,1,-1,-1,-1
104,421,498.31,182.03,43.44,100.71,1,-1,-1,-1
106,541,99.37,60.47,147.39,408.69,1,-1,-1,-1
107,541,101.15,61.86,145.60,403.73,1,-1,-1,-1
108,547,245.64,104.62,137.01,373.60,1,-1,-1,-1
109,383,84.03,174.32,59.86,143.34,1,-1,-1,-1
109,547,259.67,102.95,138.62,377.99,1,-1,-1,-1
110,383,81.33,173.06,61.02,146.12,1,-1,-1,-1
116,541,299.81,83.93,136.58,377.86,1,-1,-1,-1
117,541,317.92,86.17,135.39,374.57,1,-1,-1,-1
118,547,467.65,128.48,129.89,350.86,1,-1,-1,-1
119,383,29.80,163.89,71.26,170.05,1,-1,-1,-1
119,541,343.52,88.37,134.19,370.59,1,-1,-1,-1
119,547,488.88,130.35,129.36,349.42,1,-1,-1,-1
120,383,25.37,162.76,72.40,172.76,1,-1,-1,-1
120,541,360.51,90.37,133.10,367.58,1,-1,-1,-1
121,541,374.23,98.47,129.75,352.92,1,-1,-1,-1
122,383,16.26,159.25,75.43,179.70,1,-1,-1,-1
122,541,390.98,101.15,128.17,348.61,1,-1,-1,-1
122,582,329.22,144.39,71.81,207.57,1,-1,-1,-1
123,268,237.06,169.00,59.47,145.90,1,-1,-1,-1
123,383,11.82,158.02,76.62,182.54,1,-1,-1,-1
123,541,407.04,92.71,125.52,345.67,1,-1,-1,-1
123,582,324.11,148.37,71.45,206.58,1,-1,-1,-1
124,268,233.57,168.35,60.19,147.66,1,-1,-1,-1
124,383,7.19,152.31,80.83,193.60,1,-1,-1,-1
124,541,422.55,103.66,121.16,333.60,1,-1,-1,-1
124,582,314.98,148.99,72.06,207.68,1,-1,-1,-1
125,383,2.72,150.67,82.33,197.18,1,-1,-1,-1
125,541,431.03,104.70,118.70,328.16,1,-1,-1,-1
125,582,309.14,149.59,72.22,208.13,1,-1,-1,-1
126,421,379.85,176.90,49.01,117.05,1,-1,-1,-1
126,541,446.44,107.06,116.84,323.01,1,-1,-1,-1
127,421,374.43,176.67,49.32,117.79,1,-1,-1,-1
128,268,238.22,167.77,60.72,154.97,1,-1,-1,-1
129,268,236.19,167.29,61.42,156.75,1,-1,-1,-1
133,421,358.93,168.40,55.88,135.24,1,-1,-1,-1
134,421,354.90,167.59,56.64,137.07,1,-1,-1,-1
135,383,-11.68,137.86,92.10,238.77,1,-1,-1,-1
136,383,-10.00,138.17,86.97,236.83,1,-1,-1,-1
136,421,350.99,168.50,54.16,134.29,1,-1,-1,-1
137,383,-12.50,136.90,88.24,240.30,1,-1,-1,-1
137,421,346.36,165.92,54.29,137.23,1,-1,-1,-1
138,421,342.51,165.14,54.85,138.66,1,-1,-1,-1
143,646,454.90,206.54,25.34,68.78,1,-1,-1,-1
144,646,454.21,207.00,25.46,69.10,1,-1,-1,-1
148,541,570.56,151.02,70.98,200.02,1,-1,-1,-1
149,541,576.37,153.03,69.00,194.44,1,-1,-1,-1
151,268,270.84,148.08,75.84,196.99,1,-1,-1,-1
152,268,272.39,147.21,76.55,198.82,1,-1,-1,-1
152,541,580.11,160.85,62.98,182.61,1,-1,-1,-1
152,673,365.79,16.77,175.92,452.09,1,-1,-1,-1
153,541,584.04,163.09,61.27,177.65,1,-1,-1,-1
153,673,377.36,9.32,181.08,465.34,1,-1,-1,-1
154,677,-18.47,0.00,236.49,477.98,1,-1,-1,-1
155,646,435.97,204.06,27.23,73.99,1,-1,-1,-1
155,677,-26.35,0.00,237.82,480.67,1,-1,-1,-1
156,268,269.26,133.98,87.54,228.71,1,-1,-1,-1
156,646,434.47,203.92,27.38,74.41,1,-1,-1,-1
157,268,269.98,132.26,89.00,232.53,1,-1,-1,-1
158,268,277.24,129.36,88.98,233.78,1,-1,-1,-1
158,677,-52.32,0.00,228.58,476.64,1,-1,-1,-1
159,268,285.15,120.53,94.10,243.77,1,-1,-1,-1
159,646,427.50,188.87,30.32,81.28,1,-1,-1,-1
159,677,-61.24,0.00,228.85,477.20,1,-1,-1,-1
159,684,223.94,165.19,48.47,148.02,1,-1,-1,-1
160,268,290.07,116.73,96.25,247.34,1,-1,-1,-1
160,646,425.79,187.39,30.67,82.22,1,-1,-1,-1
160,677,-43.76,20.62,204.52,443.31,1,-1,-1,-1
160,684,223.04,164.51,48.53,148.20,1,-1,-1,-1
161,268,295.52,119.86,98.24,251.16,1,-1,-1,-1
161,383,423.53,192.23,29.81,81.18,1,-1,-1,-1
161,677,-49.42,23.67,202.44,438.79,1,-1,-1,-1
162,268,306.23,125.03,101.63,258.32,1,-1,-1,-1
162,383,442.67,194.70,27.20,74.08,1,-1,-1,-1
162,677,-25.99,54.09,149.41,335.36,1,-1,-1,-1
163,268,317.77,130.31,102.09,258.39,1,-1,-1,-1
163,677,-28.11,60.95,141.25,317.05,1,-1,-1,-1
164,268,338.89,131.14,106.40,269.27,1,-1,-1,-1
165,268,348.38,127.63,110.70,279.10,1,-1,-1,-1
165,694,120.52,204.26,27.37,78.29,1,-1,-1,-1
166,268,365.01,130.11,109.83,277.68,1,-1,-1,-1
166,677,16.25,104.80,122.01,276.27,1,-1,-1,-1
166,694,120.71,205.14,26.76,76.55,1,-1,-1,-1
167,268,377.95,122.70,113.66,285.97,1,-1,-1,-1
167,421,294.35,133.05,81.55,216.80,1,-1,-1,-1
167,677,20.93,114.83,114.77,259.89,1,-1,-1,-1
168,268,385.61,121.48,115.60,290.85,1,-1,-1,-1
168,421,292.90,131.91,82.62,219.65,1,-1,-1,-1
193,784,463.05,179.64,45.48,88.51,1,-1,-1,-1
194,784,465.01,178.15,45.44,88.44,1,-1,-1,-1
204,822,385.76,206.82,44.18,102.94,1,-1,-1,-1
205,784,463.01,205.70,45.30,89.98,1,-1,-1,-1
205,822,384.77,208.00,43.87,102.21,1,-1,-1,-1
206,784,463.14,207.55,45.35,90.09,1,-1,-1,-1
206,822,381.67,205.48,45.02,105.48,1,-1,-1,-1
207,822,380.07,205.66,45.17,105.84,1,-1,-1,-1
209,837,501.17,215.98,39.17,86.78,1,-1,-1,-1
210,784,465.76,213.17,44.22,90.04,1,-1,-1,-1
210,837,502.50,215.80,39.31,87.10,1,-1,-1,-1
211,784,466.03,214.86,44.25,90.11,1,-1,-1,-1
211,822,383.44,209.80,44.08,104.18,1,-1,-1,-1
212,822,383.04,210.41,44.07,104.15,1,-1,-1,-1
220,837,420.19,210.04,38.37,86.04,1,-1,-1,-1
221,837,413.68,209.53,38.36,86.01,1,-1,-1,-1
227,894,212.52,175.10,60.64,146.49,1,-1,-1,-1
228,894,209.20,172.49,62.28,150.44,1,-1,-1,-1
231,894,181.86,164.98,70.41,169.51,1,-1,-1,-1
232,894,176.71,165.57,70.54,169.40,1,-1,-1,-1
233,894,177.72,162.49,72.47,173.93,1,-1,-1,-1
234,894,172.61,160.25,74.32,178.36,1,-1,-1,-1
235,894,176.56,156.46,77.18,186.03,1,-1,-1,-1
236,894,172.45,154.05,79.17,190.82,1,-1,-1,-1
240,784,267.23,196.23,45.94,99.97,1,-1,-1,-1
241,784,259.71,195.39,46.11,100.34,1,-1,-1,-1
241,837,306.67,200.99,41.33,95.93,1,-1,-1,-1
242,784,259.70,193.34,44.04,99.37,1,-1,-1,-1
242,837,301.23,200.56,41.53,96.40,1,-1,-1,-1
242,894,145.24,118.61,116.93,287.75,1,-1,-1,-1
243,784,252.87,192.37,44.14,99.60,1,-1,-1,-1
243,837,294.45,200.80,40.31,96.20,1,-1,-1,-1
243,894,134.02,114.24,119.55,299.12,1,-1,-1,-1
243,937,96.36,195.74,37.10,87.57,1,-1,-1,-1
244,837,287.24,200.14,39.54,96.20,1,-1,-1,-1
244,894,129.19,110.21,123.57,309.18,1,-1,-1,-1
244,937,92.22,195.70,37.45,88.39,1,-1,-1,-1
245,837,281.42,199.74,39.69,96.56,1,-1,-1,-1
245,894,94.59,89.17,142.12,360.17,1,-1,-1,-1
246,784,223.17,195.29,43.96,101.81,1,-1,-1,-1
246,837,265.95,201.41,38.88,95.43,1,-1,-1,-1
246,894,87.82,84.04,147.13,372.86,1,-1,-1,-1
247,784,213.43,192.92,43.30,102.06,1,-1,-1,-1
247,837,259.11,201.23,38.96,95.64,1,-1,-1,-1
247,944,478.62,5.80,175.49,473.20,1,-1,-1,-1
248,784,201.14,190.12,43.17,102.81,1,-1,-1,-1
248,837,245.56,197.07,38.60,95.97,1,-1,-1,-1
248,944,487.01,-4.84,179.44,483.84,1,-1,-1,-1
249,784,195.11,190.41,43.22,104.39,1,-1,-1,-1
249,837,238.81,197.50,38.62,96.74,1,-1,-1,-1
250,784,185.75,188.59,42.91,104.32,1,-1,-1,-1
250,837,230.91,195.03,38.63,97.01,1,-1,-1,-1
251,784,177.31,187.75,43.10,104.79,1,-1,-1,-1
251,837,223.37,194.32,38.75,97.29,1,-1,-1,-1
252,784,169.95,187.76,42.66,103.51,1,-1,-1,-1
252,837,216.41,192.36,38.85,97.90,1,-1,-1,-1
252,937,70.34,204.86,27.18,64.44,1,-1,-1,-1
253,784,164.24,187.00,42.95,104.61,1,-1,-1,-1
253,837,210.91,191.17,39.15,98.74,1,-1,-1,-1
253,937,67.27,205.73,26.30,62.35,1,-1,-1,-1
254,784,158.40,186.75,42.98,105.00,1,-1,-1,-1
254,837,206.11,192.08,38.57,97.72,1,-1,-1,-1
255,784,150.53,186.02,43.70,107.10,1,-1,-1,-1
255,837,200.83,192.46,38.60,97.98,1,-1,-1,-1
256,784,146.69,184.46,44.23,108.54,1,-1,-1,-1
256,837,196.91,191.96,39.00,99.39,1,-1,-1,-1
257,784,142.86,185.19,43.85,107.76,1,-1,-1,-1
257,837,192.86,192.45,39.50,100.57,1,-1,-1,-1
258,784,140.45,185.51,44.21,108.75,1,-1,-1,-1
258,837,191.05,192.66,40.03,101.66,1,-1,-1,-1
259,784,140.77,184.34,44.98,110.42,1,-1,-1,-1
259,837,191.39,190.79,40.59,102.71,1,-1,-1,-1
259,957,99.32,191.46,39.00,97.00,1,-1,-1,-1
260,784,142.06,185.22,44.66,109.73,1,-1,-1,-1
260,837,194.08,192.05,40.02,101.13,1,-1,-1,-1
260,937,58.12,204.12,28.25,66.70,1,-1,-1,-1
260,957,101.33,191.76,38.67,96.24,1,-1,-1,-1
261,784,142.71,185.58,44.73,110.09,1,-1,-1,-1
261,837,196.10,193.22,39.59,99.84,1,-1,-1,-1
261,937,57.68,203.46,29.28,68.68,1,-1,-1,-1
261,957,104.40,193.37,38.08,94.51,1,-1,-1,-1
262,784,146.18,186.39,43.25,106.26,1,-1,-1,-1
262,837,198.61,193.68,39.56,99.34,1,-1,-1,-1
262,937,55.92,203.54,29.24,68.58,1,-1,-1,-1
262,957,106.14,193.68,37.81,93.84,1,-1,-1,-1
263,784,150.26,184.72,44.29,108.78,1,-1,-1,-1
263,837,202.99,192.53,40.22,101.13,1,-1,-1,-1
264,784,147.49,184.32,44.43,109.10,1,-1,-1,-1
264,837,209.00,192.76,39.76,99.83,1,-1,-1,-1
264,959,120.56,192.23,38.38,95.53,1,-1,-1,-1
265,837,207.75,192.58,39.81,99.94,1,-1,-1,-1
265,959,124.15,192.08,38.42,95.65,1,-1,-1,-1
267,837,232.15,192.03,39.86,100.03,1,-1,-1,-1
268,837,238.13,192.63,39.65,99.36,1,-1,-1,-1
269,837,244.47,193.50,38.95,97.80,1,-1,-1,-1
270,837,249.67,191.83,39.53,99.21,1,-1,-1,-1
271,837,252.39,191.64,39.54,99.23,1,-1,-1,-1
272,837,254.30,192.66,39.80,99.83,1,-1,-1,-1
273,837,260.62,191.52,40.76,102.00,1,-1,-1,-1
274,837,267.17,192.43,40.28,100.79,1,-1,-1,-1
274,975,163.96,210.82,29.17,67.97,1,-1,-1,-1
275,837,270.58,192.36,40.34,100.94,1,-1,-1,-1
275,975,152.89,203.44,33.13,77.13,1,-1,-1,-1
276,975,151.61,201.26,34.42,80.14,1,-1,-1,-1
278,837,263.51,189.37,40.51,101.93,1,-1,-1,-1
278,975,176.04,197.87,35.55,82.51,1,-1,-1,-1
279,837,265.29,189.04,40.59,102.13,1,-1,-1,-1
279,975,185.13,195.96,35.34,82.17,1,-1,-1,-1
280,959,255.71,197.97,32.98,82.06,1,-1,-1,-1
280,975,189.27,193.96,36.20,84.16,1,-1,-1,-1
281,837,282.30,187.21,41.50,105.48,1,-1,-1,-1
281,959,263.94,198.30,32.65,81.26,1,-1,-1,-1
282,837,285.35,186.77,41.69,105.96,1,-1,-1,-1
282,975,206.73,196.77,36.48,84.63,1,-1,-1,-1
282,991,11.68,124.98,84.53,224.39,1,-1,-1,-1
283,975,211.93,195.55,37.16,86.22,1,-1,-1,-1
283,991,12.16,124.80,85.16,226.07,1,-1,-1,-1
285,975,214.40,198.10,37.29,86.52,1,-1,-1,-1
286,975,218.80,197.39,37.84,87.81,1,-1,-1,-1
287,837,339.34,190.53,40.43,103.39,1,-1,-1,-1
287,975,210.84,196.15,38.91,90.60,1,-1,-1,-1
288,837,345.56,190.58,40.46,103.46,1,-1,-1,-1
288,975,213.95,195.38,39.53,92.04,1,-1,-1,-1
289,837,338.90,190.13,39.87,102.31,1,-1,-1,-1
289,975,202.84,191.82,41.29,96.98,1,-1,-1,-1
290,837,343.82,190.13,39.85,102.26,1,-1,-1,-1
290,975,204.54,190.78,42.05,98.77,1,-1,-1,-1
291,784,278.07,186.94,42.02,105.06,1,-1,-1,-1
292,784,283.44,187.07,41.94,104.87,1,-1,-1,-1
292,837,332.73,190.87,39.79,102.02,1,-1,-1,-1
293,784,283.49,188.67,41.51,104.94,1,-1,-1,-1
293,837,335.52,190.95,39.77,101.96,1,-1,-1,-1
294,784,288.20,188.97,41.45,104.79,1,-1,-1,-1
294,975,228.29,202.19,39.18,93.45,1,-1,-1,-1
295,975,231.34,202.41,39.51,94.23,1,-1,-1,-1
301,837,339.46,190.06,40.42,103.91,1,-1,-1,-1
301,959,282.05,198.03,29.05,76.95,1,-1,-1,-1
301,975,190.87,182.28,50.71,122.59,1,-1,-1,-1
302,837,340.87,190.02,40.46,104.03,1,-1,-1,-1
302,959,283.28,198.03,28.96,76.71,1,-1,-1,-1
302,975,189.69,180.28,51.32,125.10,1,-1,-1,-1
303,837,338.58,193.16,39.97,103.24,1,-1,-1,-1
303,975,188.03,178.74,52.42,127.77,1,-1,-1,-1
304,837,339.62,193.43,39.98,103.27,1,-1,-1,-1
305,975,218.09,193.06,47.34,116.72,1,-1,-1,-1
306,784,278.50,188.07,41.07,103.00,1,-1,-1,-1
306,975,220.24,197.14,46.87,116.65,1,-1,-1,-1
307,784,278.90,188.08,41.01,102.85,1,-1,-1,-1
307,975,221.21,197.32,47.38,117.92,1,-1,-1,-1
307,1047,2.13,149.37,63.28,171.24,1,-1,-1,-1
308,837,330.95,191.30,40.47,104.86,1,-1,-1,-1
308,1047,2.67,150.93,63.42,171.02,1,-1,-1,-1
309,837,330.17,191.77,39.67,102.95,1,-1,-1,-1
309,975,215.41,195.44,49.88,125.11,1,-1,-1,-1
309,1047,2.74,150.61,63.65,170.96,1,-1,-1,-1
310,784,277.31,188.90,41.03,102.94,1,-1,-1,-1
310,837,329.98,191.81,39.66,102.91,1,-1,-1,-1
310,975,215.62,195.40,50.57,126.83,1,-1,-1,-1
310,1047,2.23,150.44,63.33,169.52,1,-1,-1,-1
311,784,277.44,188.99,40.99,102.84,1,-1,-1,-1
311,975,211.23,188.89,52.78,135.09,1,-1,-1,-1
311,1047,2.40,151.11,63.16,169.08,1,-1,-1,-1
312,837,331.40,192.83,39.57,102.97,1,-1,-1,-1
312,975,210.96,188.25,53.70,137.44,1,-1,-1,-1
313,784,287.48,188.17,41.59,105.51,1,-1,-1,-1
313,837,331.39,192.96,39.56,102.94,1,-1,-1,-1
313,1047,13.70,151.17,63.62,168.91,1,-1,-1,-1
313,1058,63.37,52.45,154.01,407.92,1,-1,-1,-1
314,784,288.57,188.15,41.66,105.70,1,-1,-1,-1
314,1047,19.15,153.30,62.87,164.67,1,-1,-1,-1
314,1058,72.44,55.83,155.10,410.75,1,-1,-1,-1
315,1047,24.26,154.00,64.21,165.98,1,-1,-1,-1
315,1058,77.72,56.70,155.16,410.91,1,-1,-1,-1
316,1047,30.56,156.92,63.66,162.45,1,-1,-1,-1
317,837,345.40,190.29,40.50,105.73,1,-1,-1,-1
317,1047,32.71,153.25,65.62,165.88,1,-1,-1,-1
318,837,346.65,190.14,40.59,105.96,1,-1,-1,-1
318,1047,35.95,153.64,65.46,165.49,1,-1,-1,-1
318,1058,133.51,51.51,152.88,407.27,1,-1,-1,-1
319,784,304.53,187.07,41.42,106.04,1,-1,-1,-1
319,837,349.68,190.78,40.68,106.04,1,-1,-1,-1
319,1058,145.01,51.16,152.69,406.78,1,-1,-1,-1
320,784,306.50,186.97,41.47,106.18,1,-1,-1,-1
320,837,351.49,190.23,41.36,108.11,1,-1,-1,-1
320,975,146.10,152.64,78.62,201.55,1,-1,-1,-1
320,1058,168.36,60.78,143.91,386.43,1,-1,-1,-1
321,837,353.82,190.04,41.48,108.18,1,-1,-1,-1
321,975,141.53,149.91,80.74,207.00,1,-1,-1,-1
321,1058,181.40,61.79,142.72,383.21,1,-1,-1,-1
322,784,310.78,187.82,41.35,106.07,1,-1,-1,-1
322,837,355.37,189.90,41.62,108.55,1,-1,-1,-1
322,975,133.39,145.58,88.70,223.89,1,-1,-1,-1
322,1047,42.25,155.94,63.79,159.40,1,-1,-1,-1
322,1058,189.11,70.29,143.71,386.51,1,-1,-1,-1
323,784,312.78,187.82,41.39,106.17,1,-1,-1,-1
323,975,128.61,142.74,91.16,230.09,1,-1,-1,-1
323,1047,44.89,156.40,63.46,158.57,1,-1,-1,-1
323,1058,198.87,67.96,148.18,399.85,1,-1,-1,-1
324,837,352.23,191.62,40.22,104.84,1,-1,-1,-1
324,975,112.20,139.98,99.59,250.19,1,-1,-1,-1
324,1047,40.37,156.97,63.64,157.15,1,-1,-1,-1
324,1058,210.83,69.39,148.05,399.52,1,-1,-1,-1
325,837,351.53,192.59,39.65,103.55,1,-1,-1,-1
325,975,98.13,132.62,105.71,265.36,1,-1,-1,-1
325,1047,42.29,157.45,63.28,156.26,1,-1,-1,-1
325,1058,213.69,59.99,150.05,409.23,1,-1,-1,-1
326,837,352.30,192.75,39.58,103.36,1,-1,-1,-1
326,975,83.72,127.31,108.01,270.51,1,-1,-1,-1
326,1047,38.99,152.42,64.34,159.84,1,-1,-1,-1
326,1058,224.52,60.18,150.35,410.05,1,-1,-1,-1
327,975,66.45,117.69,113.82,288.74,1,-1,-1,-1
327,1047,40.31,152.29,64.18,159.45,1,-1,-1,-1
327,1066,150.69,148.80,91.86,253.44,1,-1,-1,-1
328,975,58.97,113.95,117.08,297.01,1,-1,-1,-1
328,1066,133.19,151.55,97.08,268.46,1,-1,-1,-1
329,975,30.44,101.19,131.91,336.12,1,-1,-1,-1
329,1066,123.31,149.79,100.81,278.78,1,-1,-1,-1
330,975,21.44,96.79,136.02,346.61,1,-1,-1,-1
331,1058,263.40,59.15,149.62,415.87,1,-1,-1,-1
332,1058,269.40,56.99,148.10,416.26,1,-1,-1,-1
333,1058,281.69,58.25,141.70,403.16,1,-1,-1,-1
333,1072,263.62,208.98,23.64,52.82,1,-1,-1,-1
334,1058,284.44,58.07,142.22,406.87,1,-1,-1,-1
334,1072,262.45,208.80,24.02,53.67,1,-1,-1,-1
335,1058,292.90,58.01,142.18,406.78,1,-1,-1,-1
336,975,-23.01,73.68,150.16,405.41,1,-1,-1,-1
337,975,-31.57,69.49,153.95,415.64,1,-1,-1,-1
337,1058,293.24,61.37,140.80,406.09,1,-1,-1,-1
337,1072,258.75,206.13,23.62,53.18,1,-1,-1,-1
338,1058,299.51,57.10,136.39,399.14,1,-1,-1,-1
338,1072,257.53,205.58,23.77,53.52,1,-1,-1,-1
339,1058,306.07,56.91,136.09,398.26,1,-1,-1,-1
